Dates,SubscriberCount
"April 25, 2015","6,924,447"
"April 24, 2015","6,919,579"
"April 23, 2015","6,913,716"
"April 22, 2015","6,908,570"
"April 21, 2015","6,903,201"
"April 20, 2015","6,897,911"
"April 19, 2015","6,892,193"
"April 18, 2015","6,886,600"
"April 17, 2015","6,881,110"
"April 16, 2015","6,875,683"
"April 15, 2015","6,870,916"
"April 14, 2015","6,866,131"
"April 13, 2015","6,860,549"
"April 12, 2015","6,855,044"
"April 11, 2015","6,849,300"
"April 10, 2015","6,843,906"
"April 9, 2015","6,838,673"
"April 8, 2015","6,833,788"
"April 7, 2015","6,828,550"
"April 6, 2015","6,823,583"
"April 5, 2015","6,818,129"
"April 4, 2015","6,812,540"
"April 3, 2015","6,807,292"
"April 2, 2015","6,801,585"
"April 1, 2015","6,796,821"
"March 31, 2015","6,791,354"
"March 30, 2015","6,785,960"
"March 29, 2015","6,780,396"
"March 28, 2015","6,774,950"
"March 27, 2015","6,772,531"
"March 26, 2015","6,764,399"
"March 25, 2015","6,758,605"
"March 24, 2015","6,753,027"
"March 23, 2015","6,747,430"
"March 22, 2015","6,741,417"
"March 21, 2015","6,735,001"
"March 20, 2015","6,728,791"
"March 19, 2015","6,721,832"
"March 18, 2015","6,715,954"
"March 17, 2015","6,710,161"
"March 16, 2015","6,704,460"
"March 15, 2015","6,698,445"
"March 14, 2015","6,692,470"
"March 13, 2015","6,686,837"
"March 12, 2015","6,681,494"
"March 11, 2015","6,675,899"
"March 10, 2015","6,670,947"
"March 9, 2015","6,665,455"
"March 8, 2015","6,659,807"
"March 7, 2015","6,653,334"
"March 6, 2015","6,647,069"
"March 5, 2015","6,640,973"
"March 4, 2015","6,635,739"
"March 3, 2015","6,630,525"
"March 2, 2015","6,624,588"
"March 1, 2015","6,617,885"
"February 28, 2015","6,611,611"
"February 27, 2015","6,605,118"
"February 26, 2015","6,599,050"
"February 25, 2015","6,594,000"
"February 24, 2015","6,588,468"
"February 23, 2015","6,583,055"
"February 22, 2015","6,577,317"
"February 21, 2015","6,570,624"
"February 20, 2015","6,563,980"
"February 19, 2015","6,557,915"
"February 18, 2015","6,551,539"
"February 17, 2015","6,544,406"
"February 16, 2015","6,537,563"
"February 15, 2015","6,530,756"
"February 14, 2015","6,523,609"
"February 13, 2015","6,516,314"
"February 12, 2015","6,509,047"
"February 11, 2015","6,501,996"
"February 10, 2015","6,495,362"
"February 9, 2015","6,488,359"
"February 8, 2015","6,480,174"
"February 7, 2015","6,471,728"
"February 6, 2015","6,465,457"
"February 5, 2015","6,459,119"
"February 4, 2015","6,453,090"
"February 3, 2015","6,447,166"
"February 2, 2015","6,441,039"
"February 1, 2015","6,434,904"
"January 31, 2015","6,428,023"
"January 30, 2015","6,421,927"
"January 29, 2015","6,416,250"
"January 28, 2015","6,410,402"
"January 27, 2015","6,404,720"
"January 26, 2015","6,398,396"
"January 25, 2015","6,391,481"
"January 24, 2015","6,384,631"
"January 23, 2015","6,378,214"
"January 22, 2015","6,371,552"
"January 21, 2015","6,364,906"
"January 20, 2015","6,358,949"
"January 19, 2015","6,352,753"
"January 18, 2015","6,345,851"
"January 17, 2015","6,338,553"
"January 16, 2015","6,332,401"
"January 15, 2015","6,325,847"
"January 14, 2015","6,319,640"
"January 13, 2015","6,313,726"
"January 12, 2015","6,307,603"
"January 11, 2015","6,300,633"
"January 10, 2015","6,293,889"
"January 9, 2015","6,287,980"
"January 8, 2015","6,282,160"
"January 7, 2015","6,276,276"
"January 6, 2015","6,270,400"
"January 5, 2015","6,264,601"
"January 4, 2015","6,258,438"
"January 3, 2015","6,251,928"
"January 2, 2015","6,245,715"
"January 1, 2015","6,239,687"
"December 31, 2014","6,233,756"
"December 30, 2014","6,227,916"
"December 29, 2014","6,221,944"
"December 28, 2014","6,215,636"
"December 27, 2014","6,209,124"
"December 26, 2014","6,202,862"
"December 25, 2014","6,195,840"
"December 24, 2014","6,189,798"
"December 23, 2014","6,184,080"
"December 22, 2014","6,178,712"
"December 21, 2014","6,172,588"
"December 20, 2014","6,166,502"
"December 19, 2014","6,160,306"
"December 18, 2014","6,154,662"
"December 17, 2014","6,149,019"
"December 16, 2014","6,144,217"
"December 15, 2014","6,139,979"
"December 14, 2014","6,134,913"
"December 13, 2014","6,129,473"
"December 12, 2014","6,124,432"
"December 11, 2014","6,119,521"
"December 10, 2014","6,114,603"
"December 9, 2014","6,109,804"
"December 8, 2014","6,105,000"
"December 7, 2014","6,099,644"
"December 6, 2014","6,093,824"
"December 5, 2014","6,088,067"
"December 4, 2014","6,082,469"
"December 3, 2014","6,076,631"
"December 2, 2014","6,071,906"
"December 1, 2014","6,081,510"
"November 30, 2014","6,076,358"
"November 29, 2014","6,070,948"
"November 28, 2014","6,065,698"
"November 27, 2014","6,060,808"
"November 26, 2014","6,056,029"
"November 25, 2014","6,051,186"
"November 24, 2014","6,046,158"
"November 23, 2014","6,040,227"
"November 22, 2014","6,034,279"
"November 21, 2014","6,028,912"
"November 20, 2014","6,023,253"
"November 19, 2014","6,017,759"
"November 18, 2014","6,012,262"
"November 17, 2014","6,007,018"
"November 16, 2014","6,000,885"
"November 15, 2014","5,994,634"
"November 14, 2014","5,993,202"
"November 13, 2014","5,987,371"
"November 11, 2014","5,976,146"
"November 10, 2014","5,970,256"
"November 9, 2014","5,964,483"
"November 8, 2014","5,957,790"
"November 7, 2014","5,951,475"
"November 6, 2014","5,945,913"
"November 5, 2014","5,940,307"
"November 4, 2014","5,934,929"
"November 3, 2014","5,929,310"
"November 2, 2014","5,923,926"
"November 1, 2014","5,917,350"
"October 31, 2014","5,911,013"
"October 30, 2014","5,904,818"
"October 29, 2014","5,898,381"
"October 28, 2014","5,892,404"
"October 27, 2014","5,886,618"
"October 26, 2014","5,880,748"
"October 25, 2014","5,873,934"
"October 24, 2014","5,867,143"
"October 23, 2014","5,860,888"
"October 22, 2014","5,855,034"
"October 21, 2014","5,849,078"
"October 20, 2014","5,843,937"
"October 19, 2014","5,838,565"
"October 18, 2014","5,832,464"
"October 17, 2014","5,826,617"
"October 16, 2014","5,821,421"
"October 15, 2014","5,816,270"
"October 14, 2014","5,810,904"
"October 13, 2014","5,805,517"
"October 12, 2014","5,800,110"
"October 11, 2014","5,793,673"
"October 10, 2014","5,787,699"
"October 9, 2014","5,781,963"
"October 8, 2014","5,776,295"
"October 7, 2014","5,770,743"
"October 6, 2014","5,765,756"
"October 5, 2014","5,760,190"
"October 4, 2014","5,754,525"
"October 3, 2014","5,749,446"
"October 2, 2014","5,744,880"
"October 1, 2014","5,739,986"
"September 30, 2014","5,735,075"
"September 29, 2014","5,730,294"
"September 28, 2014","5,725,510"
"September 27, 2014","5,719,625"
"September 26, 2014","5,713,978"
"September 25, 2014","5,707,923"
"September 24, 2014","5,701,772"
"September 23, 2014","5,695,667"
"September 22, 2014","5,689,379"
"September 21, 2014","5,683,374"
"September 20, 2014","5,676,362"
"September 19, 2014","5,669,377"
"September 18, 2014","5,663,329"
"September 17, 2014","5,657,295"
"September 16, 2014","5,651,068"
"September 15, 2014","5,645,003"
"September 14, 2014","5,638,725"
"September 13, 2014","5,631,528"
"September 12, 2014","5,623,674"
"September 11, 2014","5,614,695"
"September 10, 2014","5,607,002"
"September 9, 2014","5,599,670"
"September 8, 2014","5,594,101"
"September 7, 2014","5,588,337"
"September 6, 2014","5,581,555"
"September 5, 2014","5,574,744"
"September 4, 2014","5,567,905"
"September 3, 2014","5,560,794"
"September 2, 2014","5,553,055"
"September 1, 2014","5,546,166"
"August 31, 2014","5,539,987"
"August 30, 2014","5,532,555"
"August 29, 2014","5,525,151"
"August 28, 2014","5,517,655"
"August 27, 2014","5,510,216"
"August 26, 2014","5,502,507"
"August 25, 2014","5,495,669"
"August 24, 2014","5,489,896"
"August 23, 2014","5,483,199"
"August 22, 2014","5,477,120"
"August 21, 2014","5,470,752"
"August 20, 2014","5,464,253"
"August 19, 2014","5,458,301"
"August 18, 2014","5,451,997"
"August 17, 2014","5,445,329"
"August 16, 2014","5,437,771"
"August 15, 2014","5,430,620"
"August 14, 2014","5,423,224"
"August 13, 2014","5,417,253"
"August 12, 2014","5,411,407"
"August 11, 2014","5,405,358"
"August 10, 2014","5,399,302"
"August 9, 2014","5,392,298"
"August 8, 2014","5,385,581"
"August 7, 2014","5,378,589"
"August 6, 2014","5,371,916"
"August 5, 2014","5,365,058"
"August 4, 2014","5,358,147"
"August 3, 2014","5,351,484"
"August 2, 2014","5,343,740"
"August 1, 2014","5,336,177"
"July 31, 2014","5,329,106"
"July 30, 2014","5,322,976"
"July 29, 2014","5,316,706"
"July 28, 2014","5,309,937"
"July 27, 2014","5,303,639"
"July 26, 2014","5,296,657"
"July 25, 2014","5,290,017"
"July 24, 2014","5,284,107"
"July 23, 2014","5,278,279"
"July 22, 2014","5,272,291"
"July 21, 2014","5,266,398"
"July 20, 2014","5,260,528"
"July 19, 2014","5,253,589"
"July 18, 2014","5,246,709"
"July 17, 2014","5,239,861"
"July 16, 2014","5,233,071"
"July 15, 2014","5,226,346"
"July 14, 2014","5,219,666"
"July 13, 2014","5,213,362"
"July 12, 2014","5,206,184"
"July 11, 2014","5,198,734"
"July 10, 2014","5,192,547"
"July 9, 2014","5,186,416"
"July 8, 2014","5,179,828"
"July 7, 2014","5,172,700"
"July 6, 2014","5,165,897"
"July 5, 2014","5,157,905"
"July 4, 2014","5,150,075"
"July 3, 2014","5,137,451"
"July 2, 2014","5,130,598"
"July 1, 2014","5,123,541"
"June 30, 2014","5,117,186"
"June 29, 2014","5,110,557"
"June 28, 2014","5,102,978"
