1,97537916
2,97537916
3,97537918
4,97537918
5,97537921
6,97537922
7,97537923
8,97537924
9,97537925
10,97537927
11,97537927
12,97537926
13,97537926
14,97537927
15,97537930
16,97537934
17,97537932
18,97537935
19,97537936
20,97537937
21,97537937
22,97537937
23,97537939
24,97537938
25,97537938
26,97537938
27,97537938
28,97537938
29,97537941
30,97537943
31,97537944
32,97537945
33,97537947
34,97537948
35,97537949
36,97537949
37,97537949
38,97537948
39,97537950
40,97537951
41,97537953
42,97537954
43,97537954
44,97537955
45,97537953
46,97537955
47,97537955
48,97537955
49,97537954
50,97537954
51,97537958
52,97537959
53,97537962
54,97537963
55,97537964
56,97537964
57,97537967
58,97537967
59,97537968
60,97537971
61,97537971
62,97537974
63,97537973
64,97537974
65,97537976
66,97537976
67,97537977
68,97537977
69,97537977
70,97537977
71,97537977
72,97537977
73,97537977
74,97537978
75,97537979
76,97537980
77,97537980
78,97537980
79,97537981
80,97537981
81,97537981
82,97537981
83,97537982
84,97537983
85,97537984
86,97537986
87,97537987
88,97537987
89,97537990
90,97537990
91,97537992
92,97537993
93,97537993
94,97537993
95,97537995
96,97537994
97,97537996
98,97537997
99,97537998
100,97538000
101,97538000
102,97538000
103,97538002
104,97538000
105,97538002
106,97538002
107,97538003
108,97538004
109,97538005
110,97538006
111,97538007
112,97538007
113,97538007
114,97538009
115,97538009
116,97538010
117,97538010
118,97538014
119,97538012
120,97538012
121,97538016
122,97538014
123,97538014
124,97538014
125,97538017
126,97538017
127,97538020
128,97538020
129,97538024
130,97538024
131,97538025
132,97538026
133,97538027
134,97538028
135,97538027
136,97538029
137,97538030
138,97538032
139,97538032
140,97538032
141,97538034
142,97538034
143,97538037
144,97538039
145,97538038
146,97538041
147,97538040
148,97538040
149,97538041
150,97538041
151,97538041
152,97538044
153,97538043
154,97538048
155,97538049
156,97538049
157,97538051
158,97538050
159,97538050
160,97538051
161,97538052
162,97538053
163,97538055
164,97538056
165,97538056
166,97538058
167,97538056
168,97538056
169,97538058
170,97538059
171,97538059
172,97538061
173,97538061
174,97538063
175,97538064
176,97538068
177,97538067
178,97538071
179,97538071
180,97538073
181,97538072
182,97538072
183,97538071
184,97538075
185,97538074
186,97538077
187,97538077
188,97538080
189,97538081
190,97538081
191,97538081
192,97538082
193,97538081
